Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
36,No,Non-Travel,845,Sales,1,5,Medical,1,479,4,Female,45,3,2.0,Sales Executive,4.0,Single,6653.0,15276.0,4.0,Y,No,15.0,3.0,2.0,80.0,0.0,7.0,6.0,3.0,1.0,0.0,0.0,0.0
36,No,Travel_Frequently,541,Sales,3,4,Medical,1,481,1,Male,48,2,3.0,Sales Executive,4.0,Married,9699.0,7246.0,4.0,Y,No,11.0,3.0,1.0,80.0,1.0,16.0,2.0,3.0,13.0,9.0,1.0,12.0
57,No,Travel_Rarely,593,Research & Development,1,4,Medical,1,482,4,Male,88,3,2.0,Healthcare Representative,3.0,Married,6755.0,2967.0,2.0,Y,No,11.0,3.0,3.0,80.0,0.0,15.0,2.0,3.0,3.0,2.0,1.0,2.0
40,No,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,1,483,4,Female,46,4,1.0,Laboratory Technician,3.0,Married,2213.0,22495.0,3.0,Y,Yes,13.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,7.0,7.0,1.0,7.0
21,No,Non-Travel,895,Sales,9,2,Medical,1,484,1,Male,39,3,1.0,Sales Representative,4.0,Single,2610.0,2851.0,1.0,Y,No,24.0,4.0,3.0,80.0,0.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0
33,Yes,Travel_Rarely,350,Sales,5,3,Marketing,1,485,4,Female,34,3,1.0,Sales Representative,3.0,Single,2851.0,9150.0,1.0,Y,Yes,13.0,3.0,2.0,80.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0
37,No,Travel_Rarely,921,Research & Development,10,3,Medical,1,486,3,Female,98,3,1.0,Laboratory Technician,1.0,Married,3452.0,17663.0,6.0,Y,No,20.0,4.0,2.0,80.0,1.0,17.0,3.0,3.0,5.0,4.0,0.0,3.0
46,No,Non-Travel,1144,Research & Development,7,4,Medical,1,487,3,Female,30,3,2.0,Manufacturing Director,3.0,Married,5258.0,16044.0,2.0,Y,No,14.0,3.0,3.0,80.0,0.0,7.0,2.0,4.0,1.0,0.0,0.0,0.0
41,Yes,Travel_Frequently,143,Sales,4,3,Marketing,1,488,1,Male,56,3,2.0,Sales Executive,2.0,Single,9355.0,9558.0,1.0,Y,No,18.0,3.0,3.0,80.0,0.0,8.0,5.0,3.0,8.0,7.0,7.0,7.0
50,No,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,1,491,4,Male,100,2,3.0,Healthcare Representative,4.0,Single,10496.0,2755.0,6.0,Y,No,15.0,3.0,4.0,80.0,0.0,20.0,2.0,3.0,4.0,3.0,1.0,3.0
40,Yes,Travel_Rarely,575,Sales,22,2,Marketing,1,492,3,Male,68,2,2.0,Sales Executive,3.0,Married,6380.0,6110.0,2.0,Y,Yes,12.0,3.0,1.0,80.0,2.0,8.0,6.0,3.0,6.0,4.0,1.0,0.0
31,No,Travel_Rarely,408,Research & Development,9,4,Life Sciences,1,493,3,Male,42,2,1.0,Research Scientist,2.0,Single,2657.0,7551.0,0.0,Y,Yes,16.0,3.0,4.0,80.0,0.0,3.0,5.0,3.0,2.0,2.0,2.0,2.0
21,Yes,Travel_Rarely,156,Sales,12,3,Life Sciences,1,494,3,Female,90,4,1.0,Sales Representative,2.0,Single,2716.0,25422.0,1.0,Y,No,15.0,3.0,4.0,80.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0
29,No,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,1,495,4,Male,54,3,1.0,Research Scientist,4.0,Single,2201.0,18168.0,9.0,Y,No,16.0,3.0,4.0,80.0,0.0,6.0,4.0,3.0,3.0,2.0,1.0,2.0
35,No,Travel_Rarely,755,Research & Development,9,4,Life Sciences,1,496,3,Male,97,2,2.0,Healthcare Representative,2.0,Single,6540.0,19394.0,9.0,Y,No,19.0,3.0,3.0,80.0,0.0,10.0,5.0,3.0,1.0,1.0,0.0,0.0
27,No,Travel_Rarely,1469,Research & Development,1,2,Medical,1,497,4,Male,82,3,1.0,Laboratory Technician,2.0,Divorced,3816.0,17881.0,1.0,Y,No,11.0,3.0,2.0,80.0,1.0,5.0,2.0,3.0,5.0,2.0,0.0,4.0
28,No,Travel_Rarely,304,Sales,9,4,Life Sciences,1,498,2,Male,92,3,2.0,Sales Executive,4.0,Single,5253.0,20750.0,1.0,Y,No,16.0,3.0,4.0,80.0,0.0,7.0,1.0,3.0,7.0,5.0,0.0,7.0
49,No,Travel_Rarely,1261,Research & Development,7,3,Other,1,499,2,Male,31,2,3.0,Healthcare Representative,3.0,Single,10965.0,12066.0,8.0,Y,No,24.0,4.0,3.0,80.0,0.0,26.0,2.0,3.0,5.0,2.0,0.0,0.0
51,No,Travel_Rarely,1178,Sales,14,2,Life Sciences,1,500,3,Female,87,3,2.0,Sales Executive,4.0,Married,4936.0,14862.0,4.0,Y,No,11.0,3.0,3.0,80.0,1.0,18.0,2.0,2.0,7.0,7.0,0.0,7.0
36,No,Travel_Rarely,329,Research & Development,2,3,Life Sciences,1,501,4,Female,96,3,1.0,Research Scientist,3.0,Married,2543.0,11868.0,4.0,Y,No,13.0,3.0,2.0,80.0,1.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0
34,Yes,Non-Travel,1362,Sales,19,3,Marketing,1,502,1,Male,67,4,2.0,Sales Executive,4.0,Single,5304.0,4652.0,8.0,Y,Yes,13.0,3.0,2.0,80.0,0.0,9.0,3.0,2.0,5.0,2.0,0.0,4.0
55,No,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,1,505,3,Female,97,3,4.0,Manager,4.0,Single,16659.0,23258.0,2.0,Y,Yes,13.0,3.0,3.0,80.0,0.0,30.0,2.0,3.0,5.0,4.0,1.0,2.0
24,No,Travel_Rarely,1371,Sales,10,4,Marketing,1,507,4,Female,77,3,2.0,Sales Executive,3.0,Divorced,4260.0,5915.0,1.0,Y,Yes,12.0,3.0,4.0,80.0,1.0,5.0,2.0,4.0,5.0,2.0,0.0,3.0
30,No,Travel_Rarely,202,Sales,2,1,Technical Degree,1,508,3,Male,72,3,1.0,Sales Representative,2.0,Married,2476.0,17434.0,1.0,Y,No,18.0,3.0,1.0,80.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0
26,Yes,Travel_Frequently,575,Research & Development,3,1,Technical Degree,1,510,3,Male,73,3,1.0,Research Scientist,1.0,Single,3102.0,6582.0,0.0,Y,No,22.0,4.0,3.0,80.0,0.0,7.0,2.0,3.0,6.0,4.0,0.0,4.0
22,No,Travel_Rarely,253,Research & Development,11,3,Medical,1,511,1,Female,43,3,1.0,Research Scientist,2.0,Married,2244.0,24440.0,1.0,Y,No,13.0,3.0,4.0,80.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0
36,No,Travel_Rarely,164,Sales,2,2,Medical,1,513,2,Male,61,2,3.0,Sales Executive,3.0,Married,7596.0,3809.0,1.0,Y,No,13.0,3.0,2.0,80.0,2.0,10.0,2.0,3.0,10.0,9.0,9.0,0.0
30,Yes,Travel_Frequently,464,Research & Development,4,3,Technical Degree,1,514,3,Male,40,3,1.0,Research Scientist,4.0,Single,2285.0,3427.0,9.0,Y,Yes,23.0,4.0,3.0,80.0,0.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0
37,No,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,1,515,4,Female,95,3,1.0,Laboratory Technician,1.0,Divorced,3034.0,26914.0,1.0,Y,No,12.0,3.0,3.0,80.0,1.0,18.0,2.0,2.0,18.0,7.0,12.0,17.0
40,No,Travel_Rarely,759,Sales,2,2,Marketing,1,516,4,Female,46,3,2.0,Sales Executive,2.0,Divorced,5715.0,22553.0,7.0,Y,No,12.0,3.0,3.0,80.0,2.0,8.0,5.0,3.0,5.0,4.0,1.0,3.0
42,No,Travel_Rarely,201,Research & Development,1,4,Life Sciences,1,517,2,Female,95,3,1.0,Laboratory Technician,1.0,Divorced,2576.0,20490.0,3.0,Y,No,16.0,3.0,2.0,80.0,1.0,8.0,5.0,3.0,5.0,2.0,1.0,2.0
37,No,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,1,518,3,Male,49,3,2.0,Manufacturing Director,2.0,Single,4197.0,21123.0,2.0,Y,Yes,12.0,3.0,4.0,80.0,0.0,18.0,2.0,2.0,1.0,0.0,0.0,1.0
43,No,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,520,1,Male,59,2,4.0,Research Director,2.0,Divorced,14336.0,4345.0,1.0,Y,No,11.0,3.0,3.0,80.0,1.0,25.0,3.0,3.0,25.0,10.0,3.0,9.0
40,No,Travel_Rarely,555,Research & Development,2,3,Medical,1,521,2,Female,78,2,2.0,Laboratory Technician,3.0,Married,3448.0,13436.0,6.0,Y,No,22.0,4.0,2.0,80.0,1.0,20.0,3.0,3.0,1.0,0.0,0.0,0.0
54,No,Travel_Rarely,821,Research & Development,5,2,Medical,1,522,1,Male,86,3,5.0,Research Director,1.0,Married,19406.0,8509.0,4.0,Y,No,11.0,3.0,3.0,80.0,1.0,24.0,4.0,2.0,4.0,2.0,1.0,2.0
34,No,Non-Travel,1381,Sales,4,4,Marketing,1,523,3,Female,72,3,2.0,Sales Executive,3.0,Married,6538.0,12740.0,9.0,Y,No,15.0,3.0,1.0,80.0,1.0,6.0,3.0,3.0,3.0,2.0,1.0,2.0
31,No,Travel_Rarely,480,Research & Development,7,2,Medical,1,524,2,Female,31,3,2.0,Manufacturing Director,1.0,Married,4306.0,4156.0,1.0,Y,No,12.0,3.0,2.0,80.0,1.0,13.0,5.0,1.0,13.0,10.0,3.0,12.0
43,No,Travel_Frequently,313,Research & Development,21,3,Medical,1,525,4,Male,61,3,1.0,Laboratory Technician,4.0,Married,2258.0,15238.0,7.0,Y,No,20.0,4.0,1.0,80.0,1.0,8.0,1.0,3.0,3.0,2.0,1.0,2.0
43,No,Travel_Rarely,1473,Research & Development,8,4,Other,1,526,3,Female,74,3,2.0,Healthcare Representative,3.0,Divorced,4522.0,2227.0,4.0,Y,Yes,14.0,3.0,4.0,80.0,0.0,8.0,3.0,3.0,5.0,2.0,0.0,2.0
25,No,Travel_Rarely,891,Sales,4,2,Life Sciences,1,527,2,Female,99,2,2.0,Sales Executive,4.0,Single,4487.0,12090.0,1.0,Y,Yes,11.0,3.0,2.0,80.0,0.0,5.0,3.0,3.0,5.0,4.0,1.0,3.0
37,No,Non-Travel,1063,Research & Development,25,5,Medical,1,529,2,Female,72,3,2.0,Research Scientist,3.0,Married,4449.0,23866.0,3.0,Y,Yes,15.0,3.0,1.0,80.0,2.0,15.0,2.0,3.0,13.0,11.0,10.0,7.0
31,No,Travel_Rarely,329,Research & Development,1,2,Life Sciences,1,530,4,Male,98,2,1.0,Laboratory Technician,1.0,Married,2218.0,16193.0,1.0,Y,No,12.0,3.0,3.0,80.0,1.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0
39,No,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,1,531,2,Male,52,3,5.0,Manager,3.0,Divorced,19197.0,8213.0,1.0,Y,Yes,14.0,3.0,3.0,80.0,1.0,21.0,3.0,3.0,21.0,8.0,1.0,6.0
56,No,Travel_Frequently,906,Sales,6,3,Life Sciences,1,532,3,Female,86,4,4.0,Sales Executive,1.0,Married,13212.0,18256.0,9.0,Y,No,11.0,3.0,4.0,80.0,3.0,36.0,0.0,2.0,7.0,7.0,7.0,7.0
30,No,Travel_Rarely,1082,Sales,12,3,Technical Degree,1,533,2,Female,83,3,2.0,Sales Executive,3.0,Single,6577.0,19558.0,0.0,Y,No,11.0,3.0,2.0,80.0,0.0,6.0,6.0,3.0,5.0,4.0,4.0,4.0
41,No,Travel_Rarely,645,Sales,1,3,Marketing,1,534,2,Male,49,4,3.0,Sales Executive,1.0,Married,8392.0,19566.0,1.0,Y,No,16.0,3.0,3.0,80.0,1.0,10.0,2.0,3.0,10.0,7.0,0.0,7.0
28,No,Travel_Rarely,1300,Research & Development,17,2,Medical,1,536,3,Male,79,3,2.0,Laboratory Technician,1.0,Divorced,4558.0,13535.0,1.0,Y,No,12.0,3.0,4.0,80.0,1.0,10.0,2.0,3.0,10.0,0.0,1.0,8.0
25,Yes,Travel_Rarely,688,Research & Development,3,3,Medical,1,538,1,Male,91,3,1.0,Laboratory Technician,1.0,Married,4031.0,9396.0,5.0,Y,No,13.0,3.0,3.0,80.0,1.0,6.0,5.0,3.0,2.0,2.0,0.0,2.0
52,No,Travel_Rarely,319,Research & Development,3,3,Medical,1,543,4,Male,39,2,3.0,Manufacturing Director,3.0,Married,7969.0,19609.0,2.0,Y,Yes,14.0,3.0,3.0,80.0,0.0,28.0,4.0,3.0,5.0,4.0,0.0,4.0
45,No,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,544,1,Male,69,3,1.0,Research Scientist,4.0,Married,2654.0,9655.0,3.0,Y,No,21.0,4.0,4.0,80.0,2.0,8.0,3.0,2.0,2.0,2.0,0.0,2.0
52,No,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,1,546,4,Female,30,3,4.0,Manager,4.0,Married,16555.0,10310.0,2.0,Y,No,13.0,3.0,4.0,80.0,0.0,31.0,2.0,1.0,5.0,2.0,1.0,4.0
42,No,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,547,1,Female,92,3,2.0,Research Scientist,3.0,Divorced,4556.0,12932.0,2.0,Y,No,11.0,3.0,2.0,80.0,1.0,19.0,3.0,3.0,5.0,4.0,0.0,2.0
30,No,Travel_Rarely,317,Research & Development,2,3,Life Sciences,1,548,3,Female,43,1,2.0,Manufacturing Director,4.0,Single,6091.0,24793.0,2.0,Y,No,20.0,4.0,3.0,80.0,0.0,11.0,2.0,3.0,5.0,4.0,0.0,2.0
60,No,Travel_Rarely,422,Research & Development,7,3,Life Sciences,1,549,1,Female,41,3,5.0,Manager,1.0,Married,19566.0,3854.0,5.0,Y,No,11.0,3.0,4.0,80.0,0.0,33.0,5.0,1.0,29.0,8.0,11.0,10.0
46,No,Travel_Rarely,1485,Research & Development,18,3,Medical,1,550,3,Female,87,3,2.0,Manufacturing Director,3.0,Divorced,4810.0,26314.0,2.0,Y,No,14.0,3.0,3.0,80.0,1.0,19.0,5.0,2.0,10.0,7.0,0.0,8.0
42,No,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,1,551,4,Female,88,2,2.0,Healthcare Representative,4.0,Married,4523.0,4386.0,0.0,Y,No,11.0,3.0,4.0,80.0,3.0,7.0,4.0,4.0,6.0,5.0,0.0,4.0
24,Yes,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,554,1,Female,62,3,1.0,Sales Representative,2.0,Single,3202.0,21972.0,1.0,Y,Yes,16.0,3.0,2.0,80.0,0.0,6.0,4.0,3.0,5.0,3.0,1.0,4.0
34,Yes,Travel_Frequently,296,Sales,6,2,Marketing,1,555,4,Female,33,1,1.0,Sales Representative,3.0,Divorced,2351.0,12253.0,0.0,Y,No,16.0,3.0,4.0,80.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,0.0
38,No,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,1,556,4,Male,42,3,1.0,Laboratory Technician,4.0,Married,1702.0,12106.0,1.0,Y,Yes,23.0,4.0,3.0,80.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0
40,No,Travel_Rarely,1398,Sales,2,4,Life Sciences,1,558,3,Female,79,3,5.0,Manager,3.0,Married,18041.0,13022.0,0.0,Y,No,14.0,3.0,4.0,80.0,0.0,21.0,2.0,3.0,20.0,15.0,1.0,12.0
26,No,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,560,1,Female,90,3,1.0,Research Scientist,4.0,Divorced,2886.0,3032.0,1.0,Y,No,22.0,4.0,2.0,80.0,2.0,3.0,3.0,1.0,3.0,2.0,0.0,2.0
30,No,Non-Travel,1400,Research & Development,3,3,Life Sciences,1,562,3,Male,53,3,1.0,Laboratory Technician,4.0,Married,2097.0,16734.0,4.0,Y,No,15.0,3.0,3.0,80.0,1.0,9.0,3.0,1.0,5.0,3.0,1.0,4.0
29,No,Travel_Rarely,986,Research & Development,3,4,Medical,1,564,2,Male,93,2,3.0,Research Director,3.0,Married,11935.0,21526.0,1.0,Y,No,18.0,3.0,3.0,80.0,0.0,10.0,2.0,3.0,10.0,2.0,0.0,7.0
29,Yes,Travel_Rarely,408,Research & Development,25,5,Technical Degree,1,565,3,Female,71,2,1.0,Research Scientist,2.0,Married,2546.0,18300.0,5.0,Y,No,16.0,3.0,2.0,80.0,0.0,6.0,2.0,4.0,2.0,2.0,1.0,1.0
19,Yes,Travel_Rarely,489,Human Resources,2,2,Technical Degree,1,566,1,Male,52,2,1.0,Human Resources,4.0,Single,2564.0,18437.0,1.0,Y,No,12.0,3.0,3.0,80.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0
30,No,Non-Travel,1398,Sales,22,4,Other,1,567,3,Female,69,3,3.0,Sales Executive,1.0,Married,8412.0,2890.0,0.0,Y,No,11.0,3.0,3.0,80.0,0.0,10.0,3.0,3.0,9.0,8.0,7.0,8.0
57,No,Travel_Rarely,210,Sales,29,3,Marketing,1,568,1,Male,56,2,4.0,Manager,4.0,Divorced,14118.0,22102.0,3.0,Y,No,12.0,3.0,3.0,80.0,1.0,32.0,3.0,2.0,1.0,0.0,0.0,0.0
50,No,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,1,569,2,Male,88,2,4.0,Manager,3.0,Married,17046.0,9314.0,0.0,Y,No,15.0,3.0,2.0,80.0,1.0,28.0,2.0,3.0,27.0,10.0,15.0,7.0
30,No,Non-Travel,1116,Research & Development,2,3,Medical,1,571,3,Female,49,3,1.0,Laboratory Technician,4.0,Single,2564.0,7181.0,0.0,Y,No,14.0,3.0,3.0,80.0,0.0,12.0,2.0,2.0,11.0,7.0,6.0,7.0
60,No,Travel_Frequently,1499,Sales,28,3,Marketing,1,573,3,Female,80,2,3.0,Sales Executive,1.0,Married,10266.0,2845.0,4.0,Y,No,19.0,3.0,4.0,80.0,0.0,22.0,5.0,4.0,18.0,13.0,13.0,11.0
47,No,Travel_Rarely,983,Research & Development,2,2,Medical,1,574,1,Female,65,3,2.0,Manufacturing Director,4.0,Divorced,5070.0,7389.0,5.0,Y,No,13.0,3.0,3.0,80.0,3.0,20.0,2.0,3.0,5.0,0.0,0.0,4.0
46,No,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,1,575,1,Male,51,3,4.0,Research Director,3.0,Married,17861.0,2288.0,6.0,Y,No,13.0,3.0,3.0,80.0,0.0,26.0,2.0,1.0,3.0,2.0,0.0,1.0
35,No,Travel_Rarely,144,Research & Development,22,3,Life Sciences,1,577,4,Male,46,1,1.0,Laboratory Technician,3.0,Single,4230.0,19225.0,0.0,Y,No,15.0,3.0,3.0,80.0,0.0,6.0,2.0,3.0,5.0,4.0,4.0,3.0
54,No,Travel_Rarely,548,Research & Development,8,4,Life Sciences,1,578,3,Female,42,3,2.0,Laboratory Technician,3.0,Single,3780.0,23428.0,7.0,Y,No,11.0,3.0,3.0,80.0,0.0,19.0,3.0,3.0,1.0,0.0,0.0,0.0
34,No,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,1,579,4,Male,62,2,1.0,Research Scientist,3.0,Divorced,2768.0,8416.0,3.0,Y,No,12.0,3.0,3.0,80.0,1.0,14.0,3.0,3.0,7.0,3.0,5.0,7.0
46,No,Travel_Rarely,1125,Sales,10,3,Marketing,1,580,3,Female,94,2,3.0,Sales Executive,4.0,Married,9071.0,11563.0,2.0,Y,Yes,19.0,3.0,3.0,80.0,1.0,15.0,3.0,3.0,3.0,2.0,1.0,2.0
31,No,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,1,581,3,Male,33,3,3.0,Manufacturing Director,2.0,Divorced,10648.0,14394.0,1.0,Y,No,25.0,4.0,4.0,80.0,1.0,13.0,6.0,4.0,13.0,8.0,0.0,8.0
33,Yes,Travel_Rarely,1277,Research & Development,15,1,Medical,1,582,2,Male,56,3,3.0,Manager,3.0,Married,13610.0,24619.0,7.0,Y,Yes,12.0,3.0,4.0,80.0,0.0,15.0,2.0,4.0,7.0,6.0,7.0,7.0
33,Yes,Travel_Rarely,587,Research & Development,10,1,Medical,1,584,1,Male,38,1,1.0,Laboratory Technician,4.0,Divorced,3408.0,6705.0,7.0,Y,No,13.0,3.0,1.0,80.0,3.0,8.0,2.0,3.0,4.0,3.0,1.0,3.0
30,No,Travel_Rarely,413,Sales,7,1,Marketing,1,585,4,Male,57,3,1.0,Sales Representative,2.0,Single,2983.0,18398.0,0.0,Y,No,14.0,3.0,1.0,80.0,0.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0
35,No,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,1,586,4,Male,72,3,3.0,Healthcare Representative,3.0,Married,7632.0,14295.0,4.0,Y,Yes,12.0,3.0,3.0,80.0,0.0,10.0,2.0,3.0,8.0,7.0,0.0,0.0
31,Yes,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,587,1,Male,66,3,3.0,Healthcare Representative,3.0,Married,9824.0,22908.0,3.0,Y,No,12.0,3.0,1.0,80.0,0.0,12.0,2.0,3.0,1.0,0.0,0.0,0.0
34,Yes,Travel_Frequently,988,Human Resources,23,3,Human Resources,1,590,2,Female,43,3,3.0,Human Resources,1.0,Divorced,9950.0,11533.0,9.0,Y,Yes,15.0,3.0,3.0,80.0,3.0,11.0,2.0,3.0,3.0,2.0,0.0,2.0
42,No,Travel_Frequently,1474,Research & Development,5,2,Other,1,591,2,Male,97,3,1.0,Laboratory Technician,3.0,Married,2093.0,9260.0,4.0,Y,No,17.0,3.0,4.0,80.0,1.0,8.0,4.0,3.0,2.0,2.0,2.0,0.0
36,No,Non-Travel,635,Sales,10,4,Medical,1,592,2,Male,32,3,3.0,Sales Executive,4.0,Single,9980.0,15318.0,1.0,Y,No,14.0,3.0,4.0,80.0,0.0,10.0,3.0,2.0,10.0,3.0,9.0,7.0
22,Yes,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,1,593,3,Male,99,2,1.0,Laboratory Technician,3.0,Single,3894.0,9129.0,5.0,Y,No,16.0,3.0,3.0,80.0,0.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0
48,No,Travel_Rarely,163,Sales,2,5,Marketing,1,595,2,Female,37,3,2.0,Sales Executive,4.0,Married,4051.0,19658.0,2.0,Y,No,14.0,3.0,1.0,80.0,1.0,14.0,2.0,3.0,9.0,7.0,6.0,7.0
55,No,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,597,1,Female,83,3,4.0,Manager,2.0,Single,16835.0,9873.0,3.0,Y,No,23.0,4.0,4.0,80.0,0.0,37.0,2.0,3.0,10.0,9.0,7.0,7.0
41,No,Non-Travel,267,Sales,10,2,Life Sciences,1,599,4,Male,56,3,2.0,Sales Executive,4.0,Single,6230.0,13430.0,7.0,Y,No,14.0,3.0,4.0,80.0,0.0,16.0,3.0,3.0,14.0,3.0,1.0,10.0
35,No,Travel_Rarely,619,Sales,1,3,Marketing,1,600,2,Male,85,3,2.0,Sales Executive,3.0,Married,4717.0,18659.0,9.0,Y,No,11.0,3.0,3.0,80.0,0.0,15.0,2.0,3.0,11.0,9.0,6.0,9.0
40,No,Travel_Rarely,302,Research & Development,6,3,Life Sciences,1,601,2,Female,75,3,4.0,Manufacturing Director,3.0,Single,13237.0,20364.0,7.0,Y,No,15.0,3.0,3.0,80.0,0.0,22.0,3.0,3.0,20.0,6.0,5.0,13.0
39,No,Travel_Frequently,443,Research & Development,8,1,Life Sciences,1,602,3,Female,48,3,1.0,Laboratory Technician,3.0,Married,3755.0,17872.0,1.0,Y,No,11.0,3.0,1.0,80.0,1.0,8.0,3.0,3.0,8.0,3.0,0.0,7.0
31,No,Travel_Rarely,828,Sales,2,1,Life Sciences,1,604,2,Male,77,3,2.0,Sales Executive,4.0,Single,6582.0,8346.0,4.0,Y,Yes,13.0,3.0,3.0,80.0,0.0,10.0,2.0,4.0,6.0,5.0,0.0,5.0
42,No,Travel_Rarely,319,Research & Development,24,3,Medical,1,605,4,Male,56,3,3.0,Manufacturing Director,1.0,Married,7406.0,6950.0,1.0,Y,Yes,21.0,4.0,4.0,80.0,1.0,10.0,5.0,2.0,10.0,9.0,5.0,8.0
45,No,Travel_Rarely,561,Sales,2,3,Other,1,606,4,Male,61,3,2.0,Sales Executive,2.0,Married,4805.0,16177.0,0.0,Y,No,19.0,3.0,2.0,80.0,1.0,9.0,3.0,4.0,8.0,7.0,3.0,7.0
26,Yes,Travel_Frequently,426,Human Resources,17,4,Life Sciences,1,608,2,Female,58,3,1.0,Human Resources,3.0,Divorced,2741.0,22808.0,0.0,Y,Yes,11.0,3.0,2.0,80.0,1.0,8.0,2.0,2.0,7.0,7.0,1.0,0.0
29,No,Travel_Rarely,232,Research & Development,19,3,Technical Degree,1,611,4,Male,34,3,2.0,Manufacturing Director,4.0,Divorced,4262.0,22645.0,4.0,Y,No,12.0,3.0,2.0,80.0,2.0,8.0,2.0,4.0,3.0,2.0,1.0,2.0
33,No,Travel_Rarely,922,Research & Development,1,5,Medical,1,612,1,Female,95,4,4.0,Research Director,3.0,Divorced,16184.0,22578.0,4.0,Y,No,19.0,3.0,3.0,80.0,1.0,10.0,2.0,3.0,6.0,1.0,0.0,5.0
31,No,Travel_Rarely,688,Sales,7,3,Life Sciences,1,613,3,Male,44,2,3.0,Manager,4.0,Divorced,11557.0,25291.0,9.0,Y,No,21.0,4.0,3.0,80.0,1.0,10.0,3.0,2.0,5.0,4.0,0.0,1.0
18,Yes,Travel_Frequently,1306,Sales,5,3,Marketing,1,614,2,Male,69,3,1.0,Sales Representative,2.0,Single,1878.0,8059.0,1.0,Y,Yes,14.0,3.0,4.0,80.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
40,No,Non-Travel,1094,Sales,28,3,Other,1,615,3,Male,58,1,3.0,Sales Executive,1.0,Divorced,10932.0,11373.0,3.0,Y,No,15.0,3.0,3.0,80.0,1.0,20.0,2.0,3.0,1.0,0.0,0.0,1.0
41,No,Non-Travel,509,Research & Development,2,4,Other,1,616,1,Female,62,2,2.0,Healthcare Representative,3.0,Single,6811.0,2112.0,2.0,Y,Yes,17.0,3.0,1.0,80.0,0.0,10.0,3.0,3.0,8.0,7.0,0.0,7.0
26,No,Travel_Rarely,775,Sales,29,2,Medical,1,618,1,Male,45,3,2.0,Sales Executive,3.0,Divorced,4306.0,4267.0,5.0,Y,No,12.0,3.0,1.0,80.0,2.0,8.0,5.0,3.0,0.0,0.0,0.0,0.0
35,No,Travel_Rarely,195,Sales,1,3,Medical,1,620,1,Female,80,3,2.0,Sales Executive,3.0,Single,4859.0,6698.0,1.0,Y,No,16.0,3.0,4.0,80.0,0.0,5.0,3.0,3.0,5.0,4.0,0.0,3.0
34,No,Travel_Rarely,258,Sales,21,4,Life Sciences,1,621,4,Male,74,4,2.0,Sales Executive,4.0,Single,5337.0,19921.0,1.0,Y,No,12.0,3.0,4.0,80.0,0.0,10.0,3.0,3.0,10.0,7.0,5.0,7.0
